"gameid","homeid","visitid","homescore","visitscore","year","seasontype","gamedate"
"323532116","2116","2390","50","72","2013","2","2012-12-18"
"323532305","2305","257","87","59","2013","2","2012-12-18"
"323540097","97","2229","79","55","2013","2","2012-12-19"
"323540113","113","195","85","76","2013","2","2012-12-19"
"323540218","218","2099","62","72","2013","2","2012-12-19"
"323542132","2132","2752","60","45","2013","2","2012-12-19"
"323542168","2168","2287","73","74","2013","2","2012-12-19"
"323542184","2184","2711","71","66","2013","2","2012-12-19"
"323550235","235","288","62","56","2013","2","2012-12-20"
"323552116","2116","56","83","66","2013","2","2012-12-20"
"323552325","2325","314","88","74","2013","2","2012-12-20"
"323560041","41","2230","88","73","2013","2","2012-12-21"
"323560058","58","189","87","84","2013","2","2012-12-21"
"323560164","164","47","79","55","2013","2","2012-12-21"
"323560399","399","2514","57","59","2013","2","2012-12-21"
"323570042","42","2368","56","46","2013","2","2012-12-22"
"323570045","45","2678","76","67","2013","2","2012-12-22"
"323570098","97","98","78","55","2013","2","2012-12-22"
"323570113","113","151","88","81","2013","2","2012-12-22"
"323570161","261","161","76","62","2013","2","2012-12-22"
"323570183","218","183","83","79","2013","2","2012-12-22"
"323570227","227","2247","65","60","2013","2","2012-12-22"
"323570309","309","2184","91","79","2013","2","2012-12-22"
"323572132","2132","2750","68","58","2013","2","2012-12-22"
"323572168","2168","93","77","68","2013","2","2012-12-22"
"323572244","257","2244","64","67","2013","2","2012-12-22"
"323572325","2325","2529","100","71","2013","2","2012-12-22"
"323582230","2230","2561","81","75","2013","2","2012-12-23"
"323622132","2132","167","54","55","2013","2","2012-12-27"
"323622608","2608","227","82","59","2013","2","2012-12-27"
"323630164","164","2520","68","56","2013","2","2012-12-28"
"323630235","235","198","72","57","2013","2","2012-12-28"
"323632116","2116","47","62","45","2013","2","2012-12-28"
"323632426","2426","399","61","71","2013","2","2012-12-28"
"323640038","38","42","80","52","2013","2","2012-12-29"
"323640041","41","264","61","53","2013","2","2012-12-29"
"323640058","58","2244","61","57","2013","2","2012-12-29"
"323640059","59","2230","73","48","2013","2","2012-12-29"
"323640097","97","96","80","77","2013","2","2012-12-29"
"323640213","213","2184","84","74","2013","2","2012-12-29"
"323640257","257","2166","64","70","2013","2","2012-12-29"
"323640261","261","232","50","62","2013","2","2012-12-29"
"323642116","2116","2057","66","63","2013","2","2012-12-29"
"323642459","2459","113","59","64","2013","2","2012-12-29"
"323642561","2561","2325","52","80","2013","2","2012-12-29"
"323650030","30","2168","63","61","2013","2","2012-12-30"
"323650045","45","2529","77","38","2013","2","2012-12-30"
"323650235","235","2352","78","64","2013","2","2012-12-30"
"323660221","221","2132","61","70","2013","2","2012-12-31"
"323660399","399","225","57","50","2013","2","2012-12-31"
"323662230","2230","2405","82","71","2013","2","2012-12-31"
"330010269","269","41","82","76","2013","2","2013-01-01"
"330020042","42","2066","71","68","2013","2","2013-01-02"
"330020097","97","2507","80","62","2013","2","2013-01-02"
"330020160","160","261","51","64","2013","2","2013-01-02"
"330020183","183","164","78","53","2013","2","2013-01-02"
"330020193","193","113","69","70","2013","2","2013-01-02"
"330020257","257","2005","91","68","2013","2","2013-01-02"
"330020399","399","2378","65","48","2013","2","2013-01-02"
"330022116","2116","58","56","65","2013","2","2013-01-02"
"330022390","2390","2325","76","59","2013","2","2013-01-02"
"330032244","2244","111","74","84","2013","2","2013-01-03"
"330040061","61","45","52","41","2013","2","2013-01-04"
"330040145","145","2230","95","68","2013","2","2013-01-04"
"330040227","227","225","59","47","2013","2","2013-01-04"
"330042633","2633","235","80","85","2013","2","2013-01-04"
"330050104","104","42","74","77","2013","2","2013-01-05"
"330050113","113","2199","75","61","2013","2","2013-01-05"
"330050164","164","221","67","62","2013","2","2013-01-05"
"330050261","261","399","70","45","2013","2","2013-01-05"
"330052116","2116","50","99","69","2013","2","2013-01-05"
"330052132","2132","2599","52","53","2013","2","2013-01-05"
"330052168","2168","5","78","71","2013","2","2013-01-05"
"330052325","2325","219","74","57","2013","2","2013-01-05"
"330052729","2729","2244","66","73","2013","2","2013-01-05"
"330060058","58","183","44","55","2013","2","2013-01-06"
"330072066","2066","399","59","71","2013","2","2013-01-07"
"330072132","2132","87","60","66","2013","2","2013-01-07"
"330080041","41","305","99","78","2013","2","2013-01-08"
"330080104","104","261","63","53","2013","2","2013-01-08"
"330090042","42","311","68","61","2013","2","2013-01-09"
"330090045","45","179","78","59","2013","2","2013-01-09"
"330090058","58","222","53","61","2013","2","2013-01-09"
"330090235","235","151","67","54","2013","2","2013-01-09"
"330090257","257","227","64","61","2013","2","2013-01-09"
"330092116","2116","5","64","48","2013","2","2013-01-09"
"330092230","2230","2184","82","75","2013","2","2013-01-09"
"330092429","2429","2325","74","65","2013","2","2013-01-09"
"330092550","2550","97","58","73","2013","2","2013-01-09"
"330092599","2599","164","56","58","2013","2","2013-01-09"
"330092670","2670","2168","74","62","2013","2","2013-01-09"
"330100139","139","113","70","62","2013","2","2013-01-10"
"330102244","2244","295","71","46","2013","2","2013-01-10"
"330120005","5","235","53","69","2013","2","2013-01-12"
"330120087","87","41","58","65","2013","2","2013-01-12"
"330120097","97","58","64","38","2013","2","2013-01-12"
"330120151","151","2116","88","85","2013","2","2013-01-12"
"330120164","164","2132","58","68","2013","2","2013-01-12"
"330120227","227","2429","50","58","2013","2","2013-01-12"
"330120261","261","2378","68","53","2013","2","2013-01-12"
"330120350","350","2244","82","74","2013","2","2013-01-12"
"330120399","399","311","76","63","2013","2","2013-01-12"
"330122168","2168","2086","73","79","2013","2","2013-01-12"
"330122184","2184","2603","66","74","2013","2","2013-01-12"
"330122325","2325","257","71","59","2013","2","2013-01-12"
"330122619","2619","42","73","59","2013","2","2013-01-12"
"330122752","2752","45","71","56","2013","2","2013-01-12"
"330132230","2230","113","73","77","2013","2","2013-01-13"
"330140041","41","97","58","73","2013","2","2013-01-14"
"330150305","305","2132","70","75","2013","2","2013-01-15"
"330152244","2244","256","68","57","2013","2","2013-01-15"
"330160045","45","218","53","55","2013","2","2013-01-16"
"330160160","160","399","62","68","2013","2","2013-01-16"
"330160242","242","235","51","77","2013","2","2013-01-16"
"330160261","261","2066","61","37","2013","2","2013-01-16"
"330162086","2086","257","62","47","2013","2","2013-01-16"
"330162325","2325","2168","72","70","2013","2","2013-01-16"
"330162378","2378","42","70","57","2013","2","2013-01-16"
"330162429","2429","2230","74","68","2013","2","2013-01-16"
"330170113","113","2184","79","66","2013","2","2013-01-17"
"330170164","164","58","70","67","2013","2","2013-01-17"
"330180261","261","2619","81","73","2013","2","2013-01-18"
"330190042","42","399","46","56","2013","2","2013-01-19"
"330190058","58","46","61","58","2013","2","2013-01-19"
"330190087","87","164","69","66","2013","2","2013-01-19"
"330190097","97","183","68","70","2013","2","2013-01-19"
"330190113","113","45","76","79","2013","2","2013-01-19"
"330190139","139","227","80","82","2013","2","2013-01-19"
"330190221","221","41","69","61","2013","2","2013-01-19"
"330190235","235","108","60","50","2013","2","2013-01-19"
"330190248","248","2116","75","79","2013","2","2013-01-19"
"330190257","257","2429","81","61","2013","2","2013-01-19"
"330192132","2132","269","71","69","2013","2","2013-01-19"
"330192184","2184","2670","63","90","2013","2","2013-01-19"
"330192244","2244","2275","57","46","2013","2","2013-01-19"
"330192752","2752","2325","70","63","2013","2","2013-01-19"
"330210183","183","2132","57","55","2013","2","2013-01-21"
"330220222","222","97","73","64","2013","2","2013-01-22"
"330220235","235","2655","71","60","2013","2","2013-01-22"
"330220311","311","261","71","68","2013","2","2013-01-22"
"330230119","119","2244","67","77","2013","2","2013-01-23"
"330230164","164","2599","60","72","2013","2","2013-01-23"
"330230227","227","45","65","66","2013","2","2013-01-23"
"330230399","399","104","80","85","2013","2","2013-01-23"
"330232116","2116","242","78","67","2013","2","2013-01-23"
"330232168","2168","2230","96","51","2013","2","2013-01-23"
"330232184","2184","139","64","73","2013","2","2013-01-23"
"330232325","2325","2086","54","53","2013","2","2013-01-23"
"330232550","2550","58","55","47","2013","2","2013-01-23"
"330240160","160","42","40","51","2013","2","2013-01-24"
"330240257","257","2670","86","74","2013","2","2013-01-24"
"330260045","45","2429","82","54","2013","2","2013-01-26"
"330260046","46","97","53","51","2013","2","2013-01-26"
"330260058","58","87","65","73","2013","2","2013-01-26"
"330260235","235","276","73","72","2013","2","2013-01-26"
"330260399","399","261","43","50","2013","2","2013-01-26"
"330262116","2116","2567","74","65","2013","2","2013-01-26"
"330262168","2168","2184","72","56","2013","2","2013-01-26"
"330262230","2230","227","66","63","2013","2","2013-01-26"
"330262670","2670","2325","61","69","2013","2","2013-01-26"
"330270041","41","164","66","54","2013","2","2013-01-27"
"330270111","111","2244","71","51","2013","2","2013-01-27"
"330270113","113","257","70","65","2013","2","2013-01-27"
"330280097","97","221","64","61","2013","2","2013-01-28"
"330280269","269","58","63","50","2013","2","2013-01-28"
"330290399","399","2619","49","65","2013","2","2013-01-29"
"330300042","42","261","43","49","2013","2","2013-01-30"
"330300151","151","235","68","75","2013","2","2013-01-30"
"330300218","218","257","71","64","2013","2","2013-01-30"
"330300227","227","2670","64","70","2013","2","2013-01-30"
"330302132","2132","164","62","54","2013","2","2013-01-30"
"330302230","2230","2603","62","66","2013","2","2013-01-30"
"330302325","2325","113","60","61","2013","2","2013-01-30"
"330302655","2655","2116","50","58","2013","2","2013-01-30"
"330302752","2752","2168","66","61","2013","2","2013-01-30"
"330312244","2244","2182","54","58","2013","2","2013-01-31"
"330312507","2507","41","79","82","2013","2","2013-01-31"
"330330042","42","104","66","58","2013","2","2013-02-02"
"330330045","45","2325","71","80","2013","2","2013-02-02"
"330330139","139","2168","81","52","2013","2","2013-02-02"
"330330179","179","2184","68","60","2013","2","2013-02-02"
"330330235","235","202","94","64","2013","2","2013-02-02"
"330330256","256","2244","63","74","2013","2","2013-02-02"
"330330257","257","2752","73","71","2013","2","2013-02-02"
"330330276","276","2116","75","71","2013","2","2013-02-02"
"330330399","399","2066","79","46","2013","2","2013-02-02"
"330332086","2086","227","75","68","2013","2","2013-02-02"
"330332429","2429","113","66","65","2013","2","2013-02-02"
"330332550","2550","2132","59","65","2013","2","2013-02-02"
"330332670","2670","2230","81","65","2013","2","2013-02-02"
"330340041","41","58","69","64","2013","2","2013-02-03"
"330340097","97","269","70","51","2013","2","2013-02-03"
"330350295","295","2244","74","85","2013","2","2013-02-04"
"330370058","58","269","47","70","2013","2","2013-02-06"
"330370113","113","227","81","53","2013","2","2013-02-06"
"330370164","164","97","48","68","2013","2","2013-02-06"
"330370261","261","160","63","48","2013","2","2013-02-06"
"330372066","2066","42","62","76","2013","2","2013-02-06"
"330372116","2116","2572","60","58","2013","2","2013-02-06"
"330372168","2168","2603","60","54","2013","2","2013-02-06"
"330372184","2184","45","57","79","2013","2","2013-02-06"
"330372230","2230","139","73","90","2013","2","2013-02-06"
"330372378","2378","399","56","79","2013","2","2013-02-06"
"330372507","2507","2132","54","50","2013","2","2013-02-06"
"330372567","2567","235","52","60","2013","2","2013-02-06"
"330372599","2599","41","71","65","2013","2","2013-02-06"
"330400045","45","2086","56","59","2013","2","2013-02-09"
"330400087","87","97","104","101","2013","2","2013-02-09"
"330400113","113","2603","80","62","2013","2","2013-02-09"
"330400164","164","46","63","69","2013","2","2013-02-09"
"330400222","222","58","68","40","2013","2","2013-02-09"
"330400227","227","179","61","67","2013","2","2013-02-09"
"330400257","257","139","46","56","2013","2","2013-02-09"
"330400311","311","399","66","52","2013","2","2013-02-09"
"330402116","2116","151","83","73","2013","2","2013-02-09"
"330402132","2132","221","52","62","2013","2","2013-02-09"
"330402168","2168","218","71","72","2013","2","2013-02-09"
"330402184","2184","2752","65","73","2013","2","2013-02-09"
"330402244","2244","48","72","79","2013","2","2013-02-09"
"330402325","2325","2230","89","53","2013","2","2013-02-09"
"330402378","2378","261","55","67","2013","2","2013-02-09"
"330402572","2572","235","76","89","2013","2","2013-02-09"
"330410042","42","2619","60","55","2013","2","2013-02-10"
"330412550","2550","41","67","78","2013","2","2013-02-10"
"330430164","164","2550","57","55","2013","2","2013-02-12"
"330430261","261","104","59","64","2013","2","2013-02-12"
"330432132","2132","222","68","50","2013","2","2013-02-12"
"330440041","41","183","66","58","2013","2","2013-02-13"
"330440058","58","2507","66","76","2013","2","2013-02-13"
"330440179","179","2325","66","69","2013","2","2013-02-13"
"330440227","227","2168","75","72","2013","2","2013-02-13"
"330440235","235","2116","93","71","2013","2","2013-02-13"
"330440311","311","42","66","64","2013","2","2013-02-13"
"330442603","2603","257","61","55","2013","2","2013-02-13"
"330442752","2752","2230","79","66","2013","2","2013-02-13"
"330450097","97","2599","72","58","2013","2","2013-02-14"
"330450218","218","2184","83","84","2013","2","2013-02-14"
"330452182","2182","2244","62","68","2013","2","2013-02-14"
"330452670","2670","113","86","68","2013","2","2013-02-14"
"330462132","2132","46","55","62","2013","2","2013-02-15"
"330462619","2619","261","65","48","2013","2","2013-02-15"
"330470041","41","222","61","70","2013","2","2013-02-16"
"330470113","113","218","82","83","2013","2","2013-02-16"
"330470257","257","179","83","80","2013","2","2013-02-16"
"330470276","276","235","59","71","2013","2","2013-02-16"
"330470305","305","164","75","69","2013","2","2013-02-16"
"330470399","399","42","75","49","2013","2","2013-02-16"
"330472168","2168","2752","70","59","2013","2","2013-02-16"
"330472184","2184","227","62","67","2013","2","2013-02-16"
"330472230","2230","2086","63","68","2013","2","2013-02-16"
"330472244","2244","2247","60","78","2013","2","2013-02-16"
"330472325","2325","2603","76","64","2013","2","2013-02-16"
"330472638","2638","2116","73","58","2013","2","2013-02-16"
"330472670","2670","45","84","57","2013","2","2013-02-16"
"330480058","58","97","41","59","2013","2","2013-02-17"
"330490222","222","164","71","63","2013","2","2013-02-18"
"330502086","2086","2184","68","49","2013","2","2013-02-19"
"330510042","42","160","49","44","2013","2","2013-02-20"
"330510045","45","2230","68","60","2013","2","2013-02-20"
"330510104","104","399","79","69","2013","2","2013-02-20"
"330510179","179","113","99","94","2013","2","2013-02-20"
"330510227","227","2752","42","55","2013","2","2013-02-20"
"330510235","235","248","81","74","2013","2","2013-02-20"
"330510261","261","311","73","61","2013","2","2013-02-20"
"330512116","2116","276","70","82","2013","2","2013-02-20"
"330512275","2275","2244","50","79","2013","2","2013-02-20"
"330512599","2599","58","69","54","2013","2","2013-02-20"
"330520041","41","2132","73","66","2013","2","2013-02-21"
"330520218","218","2325","82","74","2013","2","2013-02-21"
"330540097","97","2550","79","61","2013","2","2013-02-23"
"330540113","113","2168","76","66","2013","2","2013-02-23"
"330540164","164","2507","72","76","2013","2","2013-02-23"
"330540235","235","2572","89","73","2013","2","2013-02-23"
"330540261","261","2099","87","79","2013","2","2013-02-23"
"330540305","305","41","69","81","2013","2","2013-02-23"
"330542116","2116","202","83","75","2013","2","2013-02-23"
"330542184","2184","179","71","78","2013","2","2013-02-23"
"330542217","2217","399","50","58","2013","2","2013-02-23"
"330542230","2230","257","55","72","2013","2","2013-02-23"
"330542244","2244","2729","60","58","2013","2","2013-02-23"
"330542603","2603","45","71","59","2013","2","2013-02-23"
"330550087","87","2132","62","41","2013","2","2013-02-24"
"330550227","227","2325","65","72","2013","2","2013-02-24"
"330572116","2116","3068","65","50","2013","2","2013-02-26"
"330572244","2244","119","81","85","2013","2","2013-02-26"
"330572752","2752","235","64","62","2013","2","2013-02-26"
"330580041","41","46","78","79","2013","2","2013-02-27"
"330580221","221","58","64","44","2013","2","2013-02-27"
"330580257","257","45","73","64","2013","2","2013-02-27"
"330580305","305","97","58","79","2013","2","2013-02-27"
"330582429","2429","2168","67","88","2013","2","2013-02-27"
"330590042","42","2378","68","56","2013","2","2013-02-28"
"330590399","399","160","56","49","2013","2","2013-02-28"
"330592066","2066","261","61","78","2013","2","2013-02-28"
"330610045","45","139","58","66","2013","2","2013-03-02"
"330610046","46","164","64","51","2013","2","2013-03-02"
"330610048","48","2244","82","77","2013","2","2013-03-02"
"330610183","183","97","53","58","2013","2","2013-03-02"
"330610218","218","227","76","70","2013","2","2013-03-02"
"330612116","2116","235","67","76","2013","2","2013-03-02"
"330612132","2132","41","61","56","2013","2","2013-03-02"
"330612168","2168","257","78","74","2013","2","2013-03-02"
"330612325","2325","2184","97","64","2013","2","2013-03-02"
"330612603","2603","2230","82","56","2013","2","2013-03-02"
"330612752","2752","113","72","77","2013","2","2013-03-02"
"330620058","58","305","83","73","2013","2","2013-03-03"
"330620261","261","42","58","61","2013","2","2013-03-03"
"330622619","2619","399","75","70","2013","2","2013-03-03"
"330630097","97","2132","67","51","2013","2","2013-03-04"
"330640164","164","269","54","60","2013","2","2013-03-05"
"330642638","2638","235","54","56","2013","2","2013-03-05"
"330650005","5","2116","70","74","2013","2","2013-03-06"
"330650058","58","41","65","51","2013","2","2013-03-06"
"330652168","2168","179","75","63","2013","2","2013-03-06"
"330652184","2184","2429","87","89","2013","2","2013-03-06"
"330652230","2230","218","55","74","2013","2","2013-03-06"
"330652325","2325","45","84","70","2013","2","2013-03-06"
"330652603","2603","227","81","44","2013","2","2013-03-06"
"330652670","2670","257","93","82","2013","2","2013-03-06"
"330660113","113","2086","62","73","2013","2","2013-03-07"
"330672550","2550","164","51","56","2013","2","2013-03-08"
"330680041","41","2507","63","59","2013","2","2013-03-09"
"330680042","42","2378","62","69","2013","2","2013-03-09"
"330680045","45","2168","81","80","2013","2","2013-03-09"
"330680097","97","87","73","57","2013","2","2013-03-09"
"330680139","139","2325","78","54","2013","2","2013-03-09"
"330680179","179","2230","72","76","2013","2","2013-03-09"
"330680227","227","113","66","75","2013","2","2013-03-09"
"330680235","235","5","86","71","2013","2","2013-03-09"
"330680257","257","2184","79","55","2013","2","2013-03-09"
"330680261","261","160","61","42","2013","2","2013-03-09"
"330680399","399","311","50","49","2013","2","2013-03-09"
"330682132","2132","58","61","53","2013","2","2013-03-09"
"330682244","2244","2182","60","54","2013","2","2013-03-09"
"330682572","2572","2116","70","62","2013","2","2013-03-09"
"330690111","2244","111","67","69","2013","2","2013-03-10"
"330690261","261","2378","85","72","2013","2","2013-03-10"
"330692619","399","2619","61","59","2013","2","2013-03-10"
"330710164","164","305","76","57","2013","2","2013-03-12"
"330712550","58","2550","42","46","2013","2","2013-03-12"
"330720087","164","87","61","69","2013","2","2013-03-13"
"330722507","2132","2507","61","44","2013","2","2013-03-13"
"330730046","2132","46","43","62","2013","2","2013-03-14"
"330730097","97","222","74","55","2013","2","2013-03-14"
"330730113","113","45","77","72","2013","2","2013-03-14"
"330730235","235","2655","81","68","2013","2","2013-03-14"
"330730257","257","2429","63","68","2013","2","2013-03-14"
"330732086","2168","2086","67","73","2013","2","2013-03-14"
"330740097","97","87","69","57","2013","2","2013-03-15"
"330740218","113","218","79","74","2013","2","2013-03-15"
"330740235","235","202","85","74","2013","2","2013-03-15"
"330742325","2325","2086","58","69","2013","2","2013-03-15"
"330750097","97","183","78","61","2013","2","2013-03-16"
"330750235","235","2572","91","79","2013","2","2013-03-16"
"330750261","261","399","49","53","2013","2","2013-03-16"
"330752670","113","2670","62","71","2013","2","2013-03-16"
"330780042","42","2520","54","63","2013","2","2013-03-19"
"330780232","232","2244","77","78","2013","2","2013-03-19"
"330782541","2541","261","77","67","2013","2","2013-03-19"
"330790068","2325","68","80","71","2013","2","2013-03-20"
"330790113","113","2619","58","71","2013","2","2013-03-20"
"330792803","2803","257","71","76","2013","2","2013-03-20"
"330800097","97","2448","79","48","2013","2","2013-03-21"
"330800235","235","2608","54","52","2013","2","2013-03-21"
"330810150","399","150","61","73","2013","2","2013-03-22"
"330810156","2132","156","63","67","2013","2","2013-03-22"
"330812306","2325","2306","63","61","2013","2","2013-03-22"
"330820097","97","36","82","56","2013","2","2013-03-23"
"330820127","235","127","48","70","2013","2","2013-03-23"
"330830145","2325","145","76","74","2013","2","2013-03-24"
"330842244","2244","248","88","84","2013","2","2013-03-25"
"330842750","2750","257","57","51","2013","2","2013-03-25"
"330862244","2244","2711","62","52","2013","2","2013-03-27"
"330872724","2325","2724","58","72","2013","2","2013-03-28"
"330880097","97","2483","77","69","2013","2","2013-03-29"
"330900097","97","150","85","63","2013","2","2013-03-31"
"330912541","2541","2244","81","73","2013","2","2013-04-01"
"330932244","2244","2541","73","66","2013","2","2013-04-03"
"330952244","2244","2541","77","80","2013","2","2013-04-05"
"330960097","97","2724","72","68","2013","2","2013-04-06"
"330980097","97","130","82","76","2013","2","2013-04-08"
