"gameid","homeid","visitid","homescore","visitscore","year","seasontype","gamedate"
"300362378","2378","261","60","79","2010","2","2010-02-05"
"300370045","45","2184","63","70","2010","2","2010-02-06"
"300370160","160","42","54","57","2010","2","2010-02-06"
"300370227","227","113","93","85","2010","2","2010-02-06"
"300370235","235","2250","58","66","2010","2","2010-02-06"
"300370257","257","218","71","54","2010","2","2010-02-06"
"300370399","399","104","53","68","2010","2","2010-02-06"
"300372168","2168","2752","90","65","2010","2","2010-02-06"
"300372182","2182","2244","73","60","2010","2","2010-02-06"
"300372230","2230","2429","72","77","2010","2","2010-02-06"
"300372325","2325","139","65","68","2010","2","2010-02-06"
"300380041","41","305","64","57","2010","2","2010-02-06"
"300380097","97","164","76","60","2010","2","2010-02-06"
"300390087","87","58","65","62","2010","2","2010-02-07"
"300392132","2132","183","54","71","2010","2","2010-02-07"
"300400104","104","261","75","76","2010","2","2010-02-09"
"300400399","399","160","53","62","2010","2","2010-02-09"
"300402244","2244","2670","82","77","2010","2","2010-02-09"
"300410179","179","2230","72","61","2010","2","2010-02-10"
"300410183","183","41","72","67","2010","2","2010-02-10"
"300410227","227","257","67","69","2010","2","2010-02-10"
"300410235","235","2116","76","70","2010","2","2010-02-10"
"300412168","2168","2429","75","47","2010","2","2010-02-10"
"300412619","2619","311","83","64","2010","2","2010-02-10"
"300420042","42","2378","70","78","2010","2","2010-02-11"
"300422599","2599","97","74","55","2010","2","2010-02-11"
"300440104","104","42","58","55","2010","2","2010-02-13"
"300440139","139","2168","68","65","2010","2","2010-02-13"
"300440179","179","257","49","68","2010","2","2010-02-13"
"300440202","202","235","86","93","2010","2","2010-02-13"
"300440218","218","227","78","56","2010","2","2010-02-13"
"300440295","295","2244","76","60","2010","2","2010-02-13"
"300442230","2230","45","53","78","2010","2","2010-02-13"
"300442378","2378","399","62","75","2010","2","2010-02-13"
"300442619","2619","2066","81","61","2010","2","2010-02-13"
"300450041","41","2132","48","60","2010","2","2010-02-13"
"300450183","183","97","60","66","2010","2","2010-02-14"
"300450261","261","160","85","76","2010","2","2010-02-14"
"300450269","269","58","63","52","2010","2","2010-02-13"
"300452184","2184","2325","103","82","2010","2","2010-02-14"
"300460222","222","41","75","84","2010","2","2010-02-15"
"300472244","2244","2729","60","63","2010","2","2010-02-16"
"300472378","2378","2619","72","86","2010","2","2010-02-16"
"300480042","42","261","56","74","2010","2","2010-02-17"
"300480045","45","113","66","60","2010","2","2010-02-17"
"300480058","58","2132","65","57","2010","2","2010-02-16"
"300480097","97","87","91","89","2010","2","2010-02-17"
"300480139","139","227","62","57","2010","2","2010-02-17"
"300480179","179","218","55","73","2010","2","2010-02-17"
"300480257","257","2230","84","56","2010","2","2010-02-17"
"300482655","2655","235","64","77","2010","2","2010-02-17"
"300492168","2168","2325","68","54","2010","2","2010-02-18"
"300500399","399","2619","66","68","2010","2","2010-02-19"
"300510227","227","2230","101","75","2010","2","2010-02-20"
"300510235","235","2567","76","63","2010","2","2010-02-20"
"300510257","257","45","74","70","2010","2","2010-02-20"
"300510261","261","2217","77","67","2010","2","2010-02-20"
"300512244","2244","232","83","85","2010","2","2010-02-20"
"300512603","2603","218","67","75","2010","2","2010-02-20"
"300520058","58","2599","58","74","2010","2","2010-02-20"
"300520164","164","41","58","76","2010","2","2010-02-20"
"300520305","305","97","59","68","2010","2","2010-02-20"
"300520311","311","42","66","52","2010","2","2010-02-21"
"300522184","2184","2168","73","71","2010","2","2010-02-21"
"300522325","2325","179","66","77","2010","2","2010-02-21"
"300530041","41","277","73","62","2010","2","2010-02-22"
"300532132","2132","269","76","79","2010","2","2010-02-21"
"300540097","97","46","60","70","2010","2","2010-02-23"
"300550045","45","2325","81","72","2010","2","2010-02-24"
"300550048","48","2244","59","61","2010","2","2010-02-24"
"300550218","218","2168","49","41","2010","2","2010-02-24"
"300550248","248","235","92","75","2010","2","2010-02-24"
"300550311","311","399","66","53","2010","2","2010-02-24"
"300552066","2066","42","66","53","2010","2","2010-02-24"
"300552230","2230","179","68","73","2010","2","2010-02-24"
"300560222","222","58","74","49","2010","2","2010-02-24"
"300562132","2132","305","74","69","2010","2","2010-02-24"
"300562619","2619","261","82","78","2010","2","2010-02-24"
"300580045","45","2429","75","70","2010","2","2010-02-27"
"300580179","179","227","81","74","2010","2","2010-02-27"
"300580235","235","2572","76","69","2010","2","2010-02-27"
"300582168","2168","113","96","68","2010","2","2010-02-27"
"300582244","2244","111","48","50","2010","2","2010-02-27"
"300590041","41","97","76","78","2010","2","2010-02-28"
"300590042","42","399","85","79","2010","2","2010-02-28"
"300590058","58","2507","99","93","2010","2","2010-02-27"
"300590160","160","2619","77","55","2010","2","2010-02-28"
"300590261","261","2066","78","69","2010","2","2010-02-28"
"300590277","277","2132","74","68","2010","2","2010-02-27"
"300592325","2325","218","53","65","2010","2","2010-02-28"
"300592752","2752","257","78","76","2010","2","2010-02-28"
"300612132","2132","222","73","77","2010","2","2010-03-02"
"300620005","5","235","65","70","2010","2","2010-03-03"
"300620045","45","2603","71","80","2010","2","2010-03-03"
"300620087","87","41","58","50","2010","2","2010-03-03"
"300620139","139","218","51","57","2010","2","2010-03-03"
"300620227","227","2429","80","58","2010","2","2010-03-03"
"300620269","269","97","69","48","2010","2","2010-03-02"
"300620305","305","58","59","63","2010","2","2010-03-02"
"300622230","2230","2752","56","82","2010","2","2010-03-03"
"300622325","2325","113","89","78","2010","2","2010-03-03"
"300630257","257","2168","60","56","2010","2","2010-03-04"
"300642184","2184","2230","111","100","2010","2","2010-03-05"
"300650097","97","183","78","68","2010","2","2010-03-06"
"300650104","42","104","46","87","2010","2","2010-03-06"
"300650113","113","227","69","67","2010","2","2010-03-06"
"300650218","218","45","70","57","2010","2","2010-03-06"
"300650235","235","202","75","53","2010","2","2010-03-06"
"300650261","261","2378","76","59","2010","2","2010-03-06"
"300652168","2168","139","66","71","2010","2","2010-03-06"
"300652244","2244","2670","60","75","2010","2","2010-03-06"
"300652429","2429","257","84","89","2010","2","2010-03-06"
"300652603","2603","2325","74","59","2010","2","2010-03-06"
"300652619","399","2619","59","68","2010","2","2010-03-06"
"300660046","46","2132","74","47","2010","2","2010-03-06"
"300660058","58","41","75","68","2010","2","2010-03-06"
"300660261","261","160","57","38","2010","2","2010-03-07"
"300662619","2619","104","63","70","2010","2","2010-03-07"
"300680041","41","2599","51","73","2010","2","2010-03-09"
"300680058","58","305","58","49","2010","2","2010-03-09"
"300680227","227","2603","87","76","2010","2","2010-03-09"
"300682132","2132","164","69","68","2010","2","2010-03-09"
"300682168","2168","45","70","60","2010","2","2010-03-09"
"300690046","58","46","49","69","2010","2","2010-03-10"
"300690097","97","2132","66","69","2010","2","2010-03-10"
"300700235","235","248","65","66","2010","2","2010-03-11"
"300700277","2132","277","51","54","2010","2","2010-03-11"
"300710139","227","139","63","47","2010","2","2010-03-12"
"300710218","218","179","69","51","2010","2","2010-03-12"
"300710257","257","113","77","72","2010","2","2010-03-12"
"300712752","2168","2752","73","78","2010","2","2010-03-12"
"300720218","218","227","57","44","2010","2","2010-03-13"
"300720261","261","104","83","70","2010","2","2010-03-13"
"300722752","257","2752","89","85","2010","2","2010-03-13"
"300730218","218","257","56","52","2010","2","2010-03-14"
"300750041","41","111","59","57","2010","2","2010-03-16"
"300750045","45","2670","73","79","2010","2","2010-03-16"
"300750058","58","152","57","58","2010","2","2010-03-16"
"300752244","2244","2217","96","101","2010","2","2010-03-16"
"300760227","227","77","76","64","2010","2","2010-03-17"
"300760235","235","2599","73","71","2010","2","2010-03-17"
"300760356","2619","356","66","76","2010","2","2010-03-17"
"300762132","2132","2692","76","62","2010","2","2010-03-17"
"300762168","2168","2287","63","42","2010","2","2010-03-17"
"300770257","257","2608","71","80","2010","2","2010-03-18"
"300780025","97","25","62","77","2010","2","2010-03-19"
"300780145","145","235","90","81","2010","2","2010-03-19"
"300780183","261","183","56","79","2010","2","2010-03-19"
"300780218","218","172","65","78","2010","2","2010-03-19"
"300810227","227","2440","85","83","2010","2","2010-03-22"
"300810259","259","41","65","63","2010","2","2010-03-22"
"300812132","2132","2168","66","81","2010","2","2010-03-22"
"300830259","259","227","72","79","2010","2","2010-03-24"
"300830356","356","2168","71","77","2010","2","2010-03-24"
"300890145","2168","145","68","63","2010","2","2010-03-30"
"300890227","227","153","67","68","2010","2","2010-03-30"
"300912168","2168","153","79","68","2010","2","2010-04-01"
"303120221","221","227","83","75","2011","2","2010-11-08"
"303160041","41","2619","79","52","2011","2","2010-11-12"
"303160058","58","2572","53","60","2011","2","2010-11-12"
"303160113","113","2520","77","67","2011","2","2010-11-12"
"303160163","163","164","78","73","2011","2","2010-11-12"
"303160218","218","2550","62","56","2011","2","2010-11-12"
"303160248","248","2447","63","62","2011","2","2010-11-12"
"303160257","257","2643","79","37","2011","2","2010-11-12"
"303160399","399","172","61","65","2011","2","2010-11-12"
"303162116","2116","2697","115","61","2011","2","2010-11-12"
"303162230","2230","225","65","69","2011","2","2010-11-12"
"303162325","2325","171","82","71","2011","2","2010-11-12"
"303162567","2567","2031","47","57","2011","2","2010-11-12"
"303163084","3084","311","66","71","2011","2","2010-11-12"
"303170042","42","2115","62","64","2011","2","2010-11-13"
"303172142","2142","2066","60","62","2011","2","2010-11-13"
"303172168","2168","116","67","52","2011","2","2010-11-13"
"303172244","2244","108","66","53","2011","2","2010-11-13"
"303172561","2561","261","76","80","2011","2","2010-11-13"
"303180120","120","311","89","59","2011","2","2010-11-14"
"303180218","218","2649","82","49","2011","2","2010-11-14"
"303180248","248","2016","88","68","2011","2","2010-11-14"
"303182378","2378","2678","77","94","2011","2","2010-11-14"
"303190058","58","2597","74","71","2011","2","2010-11-15"
"303190164","164","2217","68","53","2011","2","2010-11-15"
"303190257","257","2729","73","49","2011","2","2010-11-15"
"303190399","399","44","44","57","2011","2","2010-11-15"
"303192116","2116","2296","80","39","2011","2","2010-11-15"
"303192132","2132","116","69","59","2011","2","2010-11-15"
"303192230","2230","2529","69","51","2011","2","2010-11-15"
"303200045","45","104","67","76","2011","2","2010-11-16"
"303200097","97","2086","88","73","2011","2","2010-11-16"
"303200227","227","225","92","67","2011","2","2010-11-16"
"303200239","239","2325","74","64","2011","2","2010-11-16"
"303202168","2168","2006","76","68","2011","2","2010-11-16"
"303202514","2514","42","66","64","2011","2","2010-11-16"
"303202628","2628","2567","84","64","2011","2","2010-11-16"
"303210041","41","261","89","73","2011","2","2010-11-17"
"303210045","45","2368","79","59","2011","2","2010-11-17"
"303210059","59","399","78","51","2011","2","2010-11-17"
"303210113","113","2529","73","65","2011","2","2010-11-17"
"303212083","2083","2066","66","38","2011","2","2010-11-17"
"303212348","2348","248","60","54","2011","2","2010-11-17"
"303212352","2352","2378","83","72","2011","2","2010-11-17"
"303220314","314","257","81","77","2011","2","2010-11-18"
"303222116","2116","58","65","59","2011","2","2010-11-18"
"303222325","2325","2504","88","74","2011","2","2010-11-18"
"303222429","2244","2429","78","56","2011","2","2010-11-18"
"303230042","42","159","57","71","2011","2","2010-11-19"
"303230232","227","232","75","66","2011","2","2010-11-19"
"303230311","311","555","95","44","2011","2","2010-11-19"
"303232230","2230","2261","48","58","2011","2","2010-11-19"
"303232244","2244","152","65","78","2011","2","2010-11-19"
"303232567","2567","2502","69","53","2011","2","2010-11-19"
"303240097","97","2296","62","45","2011","2","2010-11-20"
"303240113","113","166","71","57","2011","2","2010-11-20"
"303240145","145","2168","71","78","2011","2","2010-11-20"
"303240161","161","399","46","72","2011","2","2010-11-20"
"303240248","248","2823","81","58","2011","2","2010-11-20"
"303242132","2132","2870","65","59","2011","2","2010-11-20"
"303242325","2325","2415","79","74","2011","2","2010-11-20"
"303242378","2378","2115","74","82","2011","2","2010-11-20"
"303242514","2514","261","75","79","2011","2","2010-11-20"
"303242567","2567","27","69","73","2011","2","2010-11-20"
"303242649","2649","227","65","76","2011","2","2010-11-20"
"303250058","58","290","76","63","2011","2","2010-11-21"
"303250164","164","2390","61","45","2011","2","2010-11-21"
"303250227","227","82","68","74","2011","2","2010-11-21"
"303250257","257","2127","82","71","2011","2","2010-11-21"
"303252066","2066","179","44","69","2011","2","2010-11-21"
"303252567","2567","2320","102","70","2011","2","2010-11-21"
"303252747","2244","2747","79","82","2011","2","2010-11-21"
"303260041","41","2724","83","79","2011","2","2010-11-22"
"303260045","45","2440","58","56","2011","2","2010-11-22"
"303260087","87","311","97","72","2011","2","2010-11-22"
"303260097","97","236","106","65","2011","2","2010-11-22"
"303262132","2132","50","76","51","2011","2","2010-11-22"
"303262168","2168","2542","61","59","2011","2","2010-11-22"
"303262628","113","2628","67","48","2011","2","2010-11-22"
"303270045","45","2261","51","62","2011","2","2010-11-23"
"303270056","56","2116","58","85","2011","2","2010-11-23"
"303270058","58","2335","60","43","2011","2","2010-11-23"
"303270127","41","127","70","67","2011","2","2010-11-23"
"303270164","164","2450","83","59","2011","2","2010-11-23"
"303270248","248","309","78","65","2011","2","2010-11-23"
"303270257","257","2582","81","40","2011","2","2010-11-23"
"303270349","349","2066","72","58","2011","2","2010-11-23"
"303270399","399","314","65","86","2011","2","2010-11-23"
"303272154","2154","2378","71","69","2011","2","2010-11-23"
"303272230","2230","2341","70","82","2011","2","2010-11-23"
"303272507","2325","2507","84","73","2011","2","2010-11-23"
"303280042","42","2598","60","55","2011","2","2010-11-24"
"303280096","41","96","84","67","2011","2","2010-11-24"
"303280113","113","2022","83","56","2011","2","2010-11-24"
"303280227","227","2182","74","68","2011","2","2010-11-24"
"303280261","261","2352","51","48","2011","2","2010-11-24"
"303282132","2132","2542","54","41","2011","2","2010-11-24"
"303282168","2168","50","80","60","2011","2","2010-11-24"
"303282244","2244","2515","81","55","2011","2","2010-11-24"
"303282325","2325","142","71","83","2011","2","2010-11-24"
"303290025","218","25","50","57","2011","2","2010-11-25"
"303300058","58","252","75","77","2011","2","2010-11-26"
"303300218","218","61","65","58","2011","2","2010-11-26"
"303302174","2174","399","84","82","2011","2","2010-11-26"
"303302603","2603","164","76","70","2011","2","2010-11-26"
"303302750","257","2750","71","61","2011","2","2010-11-26"
"303310058","58","2641","64","61","2011","2","2010-11-27"
"303310097","97","276","80","66","2011","2","2010-11-27"
"303310113","113","107","83","76","2011","2","2010-11-27"
"303310227","227","2166","71","58","2011","2","2010-11-27"
"303310257","257","2509","65","54","2011","2","2010-11-27"
"303310261","261","2885","69","50","2011","2","2010-11-27"
"303310399","399","315","75","65","2011","2","2010-11-27"
"303312116","2116","2011","84","48","2011","2","2010-11-27"
"303312132","2132","2168","68","34","2011","2","2010-11-27"
"303312184","2184","2378","101","69","2011","2","2010-11-27"
"303312230","2230","42","61","57","2011","2","2010-11-27"
"303312244","2244","2226","66","51","2011","2","2010-11-27"
"303312628","2628","248","79","63","2011","2","2010-11-27"
"303320189","399","189","56","55","2011","2","2010-11-28"
"303320218","218","245","51","54","2011","2","2010-11-28"
"303322182","2182","2066","79","39","2011","2","2010-11-28"
"303330045","45","350","69","73","2011","2","2010-11-29"
"303332325","2325","2169","65","61","2011","2","2010-11-29"
"303332514","2514","311","75","67","2011","2","2010-11-29"
"303340041","41","160","62","55","2011","2","2010-11-30"
"303340043","43","42","81","76","2011","2","2010-11-30"
"303340099","99","248","73","57","2011","2","2010-11-30"
"303340219","219","2378","71","59","2011","2","2010-11-30"
"303342066","2066","2099","45","55","2011","2","2010-11-30"
"303350058","58","2670","60","59","2011","2","2010-12-01"
"303350097","97","2229","92","55","2011","2","2010-12-01"
"303350108","108","2230","80","57","2011","2","2010-12-01"
"303350164","164","2885","66","54","2011","2","2010-12-01"
"303350261","261","159","80","53","2011","2","2010-12-01"
"303350295","295","257","77","70","2011","2","2010-12-01"
"303352116","2116","57","57","54","2011","2","2010-12-01"
"303352117","2117","218","53","65","2011","2","2010-12-01"
"303352132","2132","2750","77","69","2011","2","2010-12-01"
"303352168","2168","2193","68","73","2011","2","2010-12-01"
"303352244","2244","45","60","46","2011","2","2010-12-01"
"303352514","2514","113","64","66","2011","2","2010-12-01"
"303360042","42","225","58","46","2011","2","2010-12-02"
"303370041","41","2378","94","61","2011","2","2010-12-03"
"303380097","97","6","97","70","2011","2","2010-12-04"
"303380113","113","103","71","76","2011","2","2010-12-04"
"303380261","261","43","82","78","2011","2","2010-12-04"
"303380311","311","225","54","62","2011","2","2010-12-04"
"303382116","2116","2545","74","49","2011","2","2010-12-04"
"303382168","2168","193","70","58","2011","2","2010-12-04"
"303382226","2226","58","50","42","2011","2","2010-12-04"
"303382244","2244","350","80","52","2011","2","2010-12-04"
"303382325","2325","197","87","92","2011","2","2010-12-04"
"303382329","2329","2230","67","74","2011","2","2010-12-04"
"303382507","2507","227","87","74","2011","2","2010-12-04"
"303382534","2534","248","71","75","2011","2","2010-12-04"
"303382561","2561","399","82","88","2011","2","2010-12-04"
"303382649","2649","2132","47","81","2011","2","2010-12-04"
"303390009","9","257","61","67","2011","2","2010-12-05"
"303390045","45","2426","57","64","2011","2","2010-12-05"
"303390052","52","42","60","38","2011","2","2010-12-05"
"303390120","218","120","64","61","2011","2","2010-12-05"
"303400043","43","399","74","53","2011","2","2010-12-06"
"303400248","248","2440","64","61","2011","2","2010-12-06"
"303400311","311","2169","56","75","2011","2","2010-12-06"
"303410164","164","2368","64","48","2011","2","2010-12-07"
"303412168","2168","2115","63","61","2011","2","2010-12-07"
"303420041","41","161","78","54","2011","2","2010-12-08"
"303420045","45","119","73","67","2011","2","2010-12-08"
"303420097","97","2539","61","35","2011","2","2010-12-08"
"303420111","111","227","67","79","2011","2","2010-12-08"
"303420113","113","311","56","68","2011","2","2010-12-08"
"303420261","261","252","58","86","2011","2","2010-12-08"
"303422066","2066","2275","85","89","2011","2","2010-12-08"
"303422230","2230","2363","73","59","2011","2","2010-12-08"
"303422244","2244","2352","66","52","2011","2","2010-12-08"
"303422520","2520","2378","81","39","2011","2","2010-12-08"
"303422529","2529","42","56","55","2011","2","2010-12-08"
"303430104","104","2325","81","84","2011","2","2010-12-09"
"303430218","218","46","68","65","2011","2","2010-12-09"
"303450097","97","2439","77","69","2011","2","2010-12-11"
"303450113","113","2550","79","104","2011","2","2010-12-11"
"303450164","164","2","63","54","2011","2","2010-12-11"
"303450248","248","2636","63","68","2011","2","2010-12-11"
"303450257","257","2670","72","60","2011","2","2010-12-11"
"303450295","295","2168","74","71","2011","2","2010-12-11"
"303450399","399","2115","64","63","2011","2","2010-12-11"
"303452116","2116","2065","76","59","2011","2","2010-12-11"
"303452132","2132","3084","92","72","2011","2","2010-12-11"
"303452230","2230","2599","84","81","2011","2","2010-12-11"
"303452335","2335","2244","54","84","2011","2","2010-12-11"
"303452363","2363","2066","69","70","2011","2","2010-12-11"
"303452378","2378","119","77","86","2011","2","2010-12-11"
"303452405","2405","42","78","74","2011","2","2010-12-11"
"303452514","2514","227","73","66","2011","2","2010-12-11"
"303460218","218","2006","82","47","2011","2","2010-12-12"
"303460261","261","2368","75","67","2011","2","2010-12-12"
"303460311","311","2450","74","54","2011","2","2010-12-12"
"303462309","2309","58","56","51","2011","2","2010-12-12"
"303462325","2325","222","81","84","2011","2","2010-12-12"
"303480097","97","2182","46","52","2011","2","2010-12-14"
"303480164","164","161","79","65","2011","2","2010-12-14"
"303482132","2132","290","99","54","2011","2","2010-12-14"
"303482378","2378","44","53","66","2011","2","2010-12-14"
"303490058","58","2","61","49","2011","2","2010-12-15"
"303492116","2116","309","79","58","2011","2","2010-12-15"
"303512325","2325","2083","77","89","2011","2","2010-12-17"
"303520058","58","256","61","66","2011","2","2010-12-18"
"303520059","257","59","54","67","2011","2","2010-12-18"
"303520097","97","2241","78","49","2011","2","2010-12-18"
"303520201","2132","201","66","56","2011","2","2010-12-18"
"303520204","204","45","79","87","2011","2","2010-12-18"
"303520218","218","2459","84","74","2011","2","2010-12-18"
"303520227","227","160","64","52","2011","2","2010-12-18"
"303520357","357","248","81","78","2011","2","2010-12-18"
"303520399","399","116","77","57","2011","2","2010-12-18"
"303522066","2066","172","69","68","2011","2","2010-12-18"
"303522168","2168","2717","71","60","2011","2","2010-12-18"
"303522390","2116","2390","84","78","2011","2","2010-12-18"
"303522405","2405","164","56","79","2011","2","2010-12-18"
"303522415","2415","2378","75","62","2011","2","2010-12-18"
"303530311","311","2142","78","57","2011","2","2010-12-19"
"303540041","41","2154","76","64","2011","2","2010-12-20"
"303542168","2168","2737","73","58","2011","2","2010-12-20"
"303542217","2217","261","67","59","2011","2","2010-12-20"
"303550193","193","2132","48","64","2011","2","2010-12-21"
"303550213","213","311","64","74","2011","2","2010-12-21"
"303550248","248","2534","75","73","2011","2","2010-12-21"
"303552066","2066","2612","56","61","2011","2","2010-12-21"
"303560041","41","108","81","52","2011","2","2010-12-22"
"303560045","45","151","82","80","2011","2","2010-12-22"
"303560087","87","2378","93","53","2011","2","2010-12-22"
"303560098","98","97","82","114","2011","2","2010-12-22"
"303560113","113","2116","59","64","2011","2","2010-12-22"
"303560195","195","218","65","76","2011","2","2010-12-22"
"303560227","227","322","73","65","2011","2","2010-12-22"
"303560314","314","261","79","84","2011","2","2010-12-22"
"303560325","325","58","69","62","2011","2","2010-12-22"
"303562142","2142","399","61","63","2011","2","2010-12-22"
"303562184","2184","2244","79","85","2011","2","2010-12-22"
"303562230","2230","338","80","63","2011","2","2010-12-22"
"303562325","2325","2520","68","77","2011","2","2010-12-22"
"303562430","2430","257","53","63","2011","2","2010-12-22"
"303562550","2550","2168","65","69","2011","2","2010-12-22"
"303570164","164","2612","55","52","2011","2","2010-12-23"
"303572132","2132","2598","94","58","2011","2","2010-12-23"
"303602550","2550","257","61","69","2011","2","2010-12-26"
"303610005","5","45","79","44","2011","2","2010-12-27"
"303610097","97","2415","104","74","2011","2","2010-12-27"
"303610221","221","41","78","63","2011","2","2010-12-27"
"303620025","25","42","74","56","2011","2","2010-12-28"
"303620164","164","153","55","78","2011","2","2010-12-28"
"303620276","276","2066","85","60","2011","2","2010-12-28"
"303622132","2132","305","76","60","2011","2","2010-12-28"
"303622550","2550","58","64","55","2011","2","2010-12-28"
"303622752","2752","399","88","64","2011","2","2010-12-28"
"303630044","2230","44","57","73","2011","2","2010-12-29"
"303630227","227","103","67","65","2011","2","2010-12-29"
"303630257","257","154","90","74","2011","2","2010-12-29"
"303630261","261","116","68","61","2011","2","2010-12-29"
"303632116","2116","231","71","53","2011","2","2010-12-29"
"303632168","2168","2244","73","67","2011","2","2010-12-29"
"303632325","2325","119","90","93","2011","2","2010-12-29"
"303640222","222","218","78","74","2011","2","2010-12-30"
"303640248","248","3122","85","48","2011","2","2010-12-30"
"303640311","311","171","71","74","2011","2","2010-12-30"
"303642116","2116","163","68","62","2011","2","2010-12-30"
"303642378","2378","315","68","67","2011","2","2010-12-30"
"303642413","2413","2066","80","74","2011","2","2010-12-30"
"303642541","2541","2230","85","70","2011","2","2010-12-30"
"303642681","2681","399","80","65","2011","2","2010-12-30"
"303650041","41","58","66","61","2011","2","2010-12-31"
"303650045","45","107","58","57","2011","2","2010-12-31"
"303650097","97","96","63","78","2011","2","2010-12-31"
"303650113","113","104","71","54","2011","2","2010-12-31"
"303652132","2132","2550","70","53","2011","2","2010-12-31"
"303652608","2608","42","87","63","2011","2","2010-12-31"
"310012168","2168","167","76","73","2011","2","2011-01-01"
"310020047","47","45","50","85","2011","2","2011-01-02"
"310020222","222","164","81","65","2011","2","2011-01-02"
"310020257","257","2083","61","62","2011","2","2011-01-02"
"310020311","311","104","65","52","2011","2","2011-01-02"
"310020399","399","160","59","44","2011","2","2011-01-02"
"310022325","2325","2066","87","64","2011","2","2011-01-02"
"310022378","2378","2619","56","64","2011","2","2011-01-02"
"310030042","42","2597","82","74","2011","2","2011-01-03"
"310030057","57","227","84","59","2011","2","2011-01-03"
"310032115","2115","113","92","63","2011","2","2011-01-03"
"310032244","2244","48","75","66","2011","2","2011-01-03"
"310040087","87","41","73","70","2011","2","2011-01-04"
"310042619","2619","261","49","55","2011","2","2011-01-04"
"310050045","45","2325","72","67","2011","2","2011-01-05"
"310050097","97","2550","73","54","2011","2","2011-01-05"
"310050139","139","2168","50","60","2011","2","2011-01-05"
"310050164","164","269","65","73","2011","2","2011-01-05"
"310050257","257","2429","71","59","2011","2","2011-01-05"
"310050311","311","42","59","61","2011","2","2011-01-05"
"310052116","2116","276","65","58","2011","2","2011-01-05"
"310052230","2230","218","51","70","2011","2","2011-01-05"
"310052275","2275","2244","87","74","2011","2","2011-01-05"
"310052572","2572","248","85","73","2011","2","2011-01-05"
"310060058","58","222","71","83","2011","2","2011-01-06"
"310060261","261","399","60","48","2011","2","2011-01-06"
"310062132","2132","2752","66","46","2011","2","2011-01-06"
"310080160","160","2066","61","66","2011","2","2011-01-08"
"310080164","164","2507","85","72","2011","2","2011-01-08"
"310080248","248","2116","76","71","2011","2","2011-01-08"
"310080251","251","41","81","82","2011","2","2011-01-08"
"310080295","295","2244","69","65","2011","2","2011-01-08"
"310082325","2325","257","68","87","2011","2","2011-01-08"
"310082378","2378","311","67","82","2011","2","2011-01-08"
"310082603","2603","45","71","78","2011","2","2011-01-08"
"310090042","42","399","62","42","2011","2","2011-01-09"
"310090058","58","97","77","86","2011","2","2011-01-09"
"310090104","104","261","74","65","2011","2","2011-01-09"
"310090113","113","2168","55","50","2011","2","2011-01-09"
"310090218","218","139","57","53","2011","2","2011-01-09"
"310090222","222","2132","72","61","2011","2","2011-01-09"
"310090227","227","2752","45","72","2011","2","2011-01-09"
"310102066","2066","2619","57","50","2011","2","2011-01-10"
"310110041","41","164","67","53","2011","2","2011-01-11"
"310110160","160","42","57","54","2011","2","2011-01-11"
"310110399","399","311","64","66","2011","2","2011-01-12"
"310120045","45","2230","72","52","2011","2","2011-01-12"
"310120111","111","2244","60","86","2011","2","2011-01-12"
"310120218","218","179","83","55","2011","2","2011-01-12"
"310120222","222","97","88","74","2011","2","2011-01-12"
"310122066","2066","2378","83","75","2011","2","2011-01-12"
"310122132","2132","58","74","66","2011","2","2011-01-12"
"310122168","2168","2603","65","59","2011","2","2011-01-12"
"310122325","2325","219","89","83","2011","2","2011-01-12"
"310122752","2752","113","79","50","2011","2","2011-01-12"
"310130257","257","227","74","78","2011","2","2011-01-13"
"310150045","45","108","62","67","2011","2","2011-01-15"
"310150097","97","269","71","70","2011","2","2011-01-15"
"310150113","113","2325","74","71","2011","2","2011-01-15"
"310150164","164","46","65","74","2011","2","2011-01-15"
"310150183","183","2132","67","52","2011","2","2011-01-15"
"310150261","261","2378","85","48","2011","2","2011-01-15"
"310150305","305","41","62","82","2011","2","2011-01-15"
"310150311","311","2066","77","51","2011","2","2011-01-15"
"310150399","399","104","67","70","2011","2","2011-01-15"
"310152184","2184","218","78","66","2011","2","2011-01-15"
"310152244","2244","2247","66","51","2011","2","2011-01-15"
"310152429","2429","2230","71","61","2011","2","2011-01-15"
"310152567","2567","248","68","70","2011","2","2011-01-15"
"310152572","2572","2116","86","69","2011","2","2011-01-15"
"310152752","2752","2168","81","76","2011","2","2011-01-15"
"310160058","58","2507","79","72","2011","2","2011-01-16"
"310160227","227","179","56","55","2011","2","2011-01-16"
"310170041","41","222","61","59","2011","2","2011-01-17"
"310172066","2066","42","61","72","2011","2","2011-01-17"
"310172378","2378","104","71","67","2011","2","2011-01-17"
"310172619","2619","399","50","52","2011","2","2011-01-17"
"310180261","261","311","58","72","2011","2","2011-01-18"
"310190087","87","2132","66","58","2011","2","2011-01-19"
"310190097","97","2599","88","63","2011","2","2011-01-19"
"310190218","218","219","73","56","2011","2","2011-01-19"
"310190248","248","202","64","57","2011","2","2011-01-19"
"310190257","257","45","68","58","2011","2","2011-01-19"
"310192116","2116","151","62","74","2011","2","2011-01-19"
"310192230","2230","139","55","68","2011","2","2011-01-19"
"310192244","2244","2182","71","47","2011","2","2011-01-19"
